ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000078900	TP73	1	3569084	3652765	p36.32	protein_coding
ENSG00000076067	RBMS2	12	56915609	56989980	q13.3	protein_coding
ENSG00000189252	SPANXN3	X	142596564	142605303	q27.3	protein_coding
ENSG00000253305	PCDHGB6	5	140787770	140892546	q31.3	protein_coding
ENSG00000232326	TAP2	HSCHR6_MHC_SSTO	32871619	32896512		protein_coding
ENSG00000198348		14	102023691	102024097	q32.31	pseudogene
ENSG00000220890	HCG27	HSCHR6_MHC_QBL	31157983	31164195		processed_transcript
ENSG00000253846	PCDHGA10	5	140792743	140892546	q31.3	protein_coding
ENSG00000196331	HIST1H2BO	6	27861203	27861669	p22.1	protein_coding
ENSG00000115593	SMYD1	2	88367299	88412906	p11.2	protein_coding
ENSG00000214262	ANKRD36BP1	1	168214803	168216581	q24.2	protein_coding
ENSG00000064419	TNPO3	7	128594948	128695198	q32.1	protein_coding
ENSG00000178952	TUFM	16	28853732	28857729	p11.2	protein_coding
ENSG00000143178	TBX19	1	168250278	168283664	q24.2	protein_coding
ENSG00000241494		14	102144280	102144717	q32.31	pseudogene
ENSG00000151468	CCDC3	10	12938627	13141652	p13	protein_coding
ENSG00000163689	C3orf67	3	58703092	59035810	p14.2	protein_coding
ENSG00000101972	STAG2	X	123094062	123556514	q25	protein_coding
ENSG00000206346	DOM3Z	HSCHR6_MHC_QBL	31927979	31930461		protein_coding
ENSG00000184220	C3orf26	3	99536678	99897447	q12.1	protein_coding
ENSG00000133731	IMPA1	8	82570196	82598928	q21.13	protein_coding
ENSG00000185127	C6orf120	6	170102233	170106401	q27	protein_coding
ENSG00000204923	FBXO48	2	68689486	68694390	p13.3	protein_coding
ENSG00000169621	APLF	2	68694693	68858004	p13.3	protein_coding
ENSG00000147166	ITGB1BP2	X	70521584	70525221	q13.1	protein_coding
ENSG00000223868		HSCHR6_MHC_QBL	31160394	31162153		processed_transcript
ENSG00000228904		HSCHR6_MHC_QBL	31233164	31236336		pseudogene
ENSG00000223927	RPL3P2	HSCHR6_MHC_QBL	31237899	31239098		pseudogene
ENSG00000225954	WASF5P	HSCHR6_MHC_QBL	31245375	31246826		pseudogene
ENSG00000130024	PHF10	6	170104001	170124151	q27	protein_coding
ENSG00000233670	PIRT	17	10728549	10728962	p12	protein_coding
ENSG00000112761	WISP3	6	112375275	112392171	q21	protein_coding
ENSG00000225571		HSCHR6_MHC_QBL	31265712	31266446		pseudogene
ENSG00000073578	SDHA	5	218356	256815	p15.33	protein_coding
ENSG00000166532	RIMKLB	12	8850518	8930266	p13.31	protein_coding
ENSG00000123240	OPTN	10	13141449	13180291	p13	protein_coding
ENSG00000213029	SPHAR	1	229440129	229441248	q42.13	protein_coding
ENSG00000102804	TSC22D1	13	45007655	45151283	q14.11	protein_coding
ENSG00000180598	TP53TG3B	16	33262120	33264727	p11.2	protein_coding
ENSG00000188803	SHISA6	17	11144580	11462196	p12	protein_coding
ENSG00000169618	PROKR1	2	68760751	68882994	p13.3	protein_coding
ENSG00000223919	LTA	HSCHR6_MHC_DBB	31521973	31524245		protein_coding
ENSG00000146072	TNFRSF21	6	47199268	47277641	p12.3	protein_coding
ENSG00000177468	OLIG3	6	137813336	137815531	q23.3	protein_coding
ENSG00000166037	CEP57	11	95523642	95565854	q21	protein_coding
ENSG00000143185	XCL2	1	168510003	168513235	q24.2	protein_coding
ENSG00000133488	SEC14L4	22	30884900	30901698	q12.2	protein_coding
ENSG00000100564	PIGH	14	68056023	68067017	q24.1	protein_coding
ENSG00000143184	XCL1	1	168545711	168551315	q24.2	protein_coding
ENSG00000114450	GNB4	3	179116990	179169378	q26.33	protein_coding
ENSG00000232126	HLA-B	HSCHR6_MHC_MCF	31398032	31401418		protein_coding
ENSG00000230919		22	34421781	34426410	q12.3	protein_coding
ENSG00000144445	C2orf67	2	210885435	211036107	q34	protein_coding
ENSG00000154429	C1orf96	1	229456758	229479041	q42.13	protein_coding
ENSG00000175329	ISX	22	35462129	35486030	q12.3	protein_coding
ENSG00000198087	CD2AP	6	47445525	47594999	p12.3	protein_coding
ENSG00000143196	DPT	1	168664697	168698502	q24.2	protein_coding
ENSG00000163219	ARHGAP25	2	68906733	69053965	p13.3	protein_coding
ENSG00000081181	ARG2	14	68086579	68118437	q24.1	protein_coding
ENSG00000131067	GGT7	20	33432523	33460663	q11.22	protein_coding
ENSG00000163811	WDR43	2	29117509	29171088	p23.2	protein_coding
ENSG00000231631	PSMB8	HSCHR6_MHC_SSTO	32898409	32902343		protein_coding
ENSG00000166535	A2ML1	12	8975217	9029379	p13.31	protein_coding
ENSG00000115159	GPD2	2	157291802	157470247	q24.1	protein_coding
ENSG00000181877		4	1189609	1195204	p16.3	protein_coding
ENSG00000120251	GRIA2	4	158125334	158287227	q32.1	protein_coding
ENSG00000105819	PMPCB	7	102937869	102969958	q22.1	protein_coding
ENSG00000214611		16	33500507	33500944	p11.2	protein_coding
ENSG00000125899	C20orf187	20	11008408	11010014	p12.2	protein_coding
ENSG00000159692	CTBP1	4	1205236	1243741	p16.3	protein_coding
ENSG00000108950	FAM20A	17	66533012	66597530	q24.2	protein_coding
ENSG00000228422	C20orf61	20	11790633	11830259	p12.2	protein_coding
ENSG00000076108	BAZ2A	12	56989380	57030163	q13.3	protein_coding
ENSG00000141582	CBX4	17	77806955	77813229	q25.3	protein_coding
ENSG00000132640	BTBD3	20	11871371	11907257	p12.2	protein_coding
ENSG00000143153	ATP1B1	1	169074935	169101960	q24.2	protein_coding
ENSG00000112619	PRPH2	6	42664340	42690312	p21.1	protein_coding
ENSG00000156170	C8orf38	8	95907995	96128683	q22.1	protein_coding
ENSG00000162881	OXER1	2	42989642	42991401	p21	protein_coding
ENSG00000124659	TBCC	6	42712219	42714558	p21.1	protein_coding
ENSG00000228849	TNF	HSCHR6_MHC_DBB	31525147	31528257		protein_coding
ENSG00000173542	MOBKL1A	4	71768043	71888166	q13.3	protein_coding
ENSG00000167291	TBC1D16	17	77913821	78009647	q25.3	protein_coding
ENSG00000118503	TNFAIP3	6	138188351	138204449	q23.3	protein_coding
ENSG00000116833	NR5A2	1	199996730	200146552	q32.1	protein_coding
ENSG00000087053	MTMR2	11	95566046	95658479	q21	protein_coding
ENSG00000223766	PRR3	HSCHR6_MHC_MANN	30569338	30576175		protein_coding
ENSG00000168386	FILIP1L	3	99548985	99833357	q12.1	protein_coding
ENSG00000189350	FAM179A	2	29179477	29275096	p23.2	protein_coding
ENSG00000162592	CCDC27	1	3668962	3688208	p36.32	protein_coding
ENSG00000111752	PHC1	12	9067196	9094058	p13.31	protein_coding
ENSG00000236851	DHFRP2	HSCHR6_MHC_QBL	31324240	31324786		pseudogene
ENSG00000129993	CBFA2T3	16	88941266	89043401	q24.3	protein_coding
ENSG00000130382	MLLT1	19	6212966	6279959	p13.3	protein_coding
ENSG00000163762	TM4SF18	3	149036285	149052201	q25.1	protein_coding
ENSG00000160190	SLC37A1	21	43916128	44001550	q22.3	protein_coding
ENSG00000146242	TPBG	6	83073348	83080545	q14.1	protein_coding
ENSG00000158457	TSPAN33	7	128784712	128808671	q32.1	protein_coding
ENSG00000130764	LRRC47	1	3696784	3713068	p36.32	protein_coding
ENSG00000100281	HMGXB4	22	35653445	35691800	q12.3	protein_coding
ENSG00000184786	TCTE3	6	170140210	170151655	q27	protein_coding
ENSG00000118420	UBE2CBP	6	83602117	83775560	q14.1	protein_coding
ENSG00000130023	C6orf70	6	170151721	170181680	q27	protein_coding
ENSG00000128602	SMO	7	128828713	128853386	q32.1	protein_coding
ENSG00000214613		16	33629702	33630420	p11.2	protein_coding
ENSG00000167769	ACER1	19	6306510	6333640	p13.3	protein_coding
ENSG00000236925	LTB	HSCHR6_MHC_DBB	31530476	31532443		protein_coding
ENSG00000167433		16	33709887	33739369	p11.2	protein_coding
ENSG00000115361	ACADL	2	211052663	211090215	q34	protein_coding
ENSG00000007174	DNAH9	17	11501748	11873485	p12	protein_coding
ENSG00000163586	FABP1	2	88422510	88427635	p11.2	protein_coding
ENSG00000112624	KIAA0240	6	42714696	42836296	p21.1	protein_coding
ENSG00000141519	CCDC40	17	78010435	78074412	q25.3	protein_coding
ENSG00000226511		16	33740803	33752887	p11.2	protein_coding
ENSG00000243958	PSMB9	HSCHR6_MHC_SSTO	32901828	32937246		protein_coding
ENSG00000205452		16	33775379	33777744	p11.2	protein_coding
ENSG00000177613	CSTF2T	10	53455247	53459355	q21.1	protein_coding
ENSG00000112378	PERP	6	138411923	138428648	q23.3	protein_coding
ENSG00000021762	OSBPL5	11	3108346	3187969	p15.4	protein_coding
ENSG00000214491		22	30920465	30942669	q12.2	protein_coding
ENSG00000162882	HAAO	2	42994229	43019751	p21	protein_coding
ENSG00000144115	THNSL2	2	88469835	88486146	p11.2	protein_coding
ENSG00000146223	RPL7L1	6	42847356	42857663	p21.1	protein_coding
ENSG00000143156	NME7	1	169101769	169337205	q24.2	protein_coding
ENSG00000178188	SH2B1	16	28875078	28885533	p11.2	protein_coding
ENSG00000136155	SCEL	13	78109859	78219398	q22.3	protein_coding
ENSG00000232276		HSCHR6_MHC_QBL	31335308	31335905		pseudogene
ENSG00000080709	KCNN2	5	113696666	113832321	q22.3	protein_coding
ENSG00000228300	C19orf24	19	1275438	1279227	p13.3	protein_coding
ENSG00000228356		2	112641123	112641248	q13	protein_coding
ENSG00000196408	NOXO1	16	2028918	2031550	p13.3	protein_coding
ENSG00000145757	SPATA9	5	94987885	95034415	q15	protein_coding
ENSG00000153208	MERTK	2	112656056	112787138	q13	protein_coding
ENSG00000106648	GALNTL5	7	151653464	151717019	q36.1	protein_coding
ENSG00000125656	CLPP	19	6361463	6368915	p13.3	protein_coding
ENSG00000083097	DOPEY1	6	83777385	83881069	q14.1	protein_coding
ENSG00000223465	LST1	HSCHR6_MHC_DBB	31536047	31538834		protein_coding
ENSG00000213240	NOTCH2NL	1	145209119	145291954	q21.1	protein_coding
ENSG00000116198	KIAA0562	1	3728645	3773797	p36.32	protein_coding
ENSG00000164393	GPR111	6	47624172	47665533	p12.3	protein_coding
ENSG00000125652	ALKBH7	19	6372444	6375040	p13.3	protein_coding
ENSG00000168824		4	4349867	4420785	p16.3	protein_coding
ENSG00000141338	ABCA8	17	66863433	66951533	q24.2	protein_coding
ENSG00000178966	RMI1	9	86595626	86618985	q21.32	protein_coding
ENSG00000189283	FHIT	3	59735036	61237133	p14.2	protein_coding
ENSG00000171298	GAA	17	78075355	78093678	q25.3	protein_coding
ENSG00000231773	ZDHHC20P2	HSCHR6_MHC_QBL	31338302	31338728		pseudogene
ENSG00000237559	HLA-S	HSCHR6_MHC_QBL	31339952	31340166		pseudogene
ENSG00000225317	PPIAP9	HSCHR6_MHC_QBL	31477555	31478366		pseudogene
ENSG00000232572	RPL15P4	HSCHR6_MHC_QBL	31486175	31486754		pseudogene
ENSG00000152518	ZFP36L2	2	43449541	43453748	p21	protein_coding
ENSG00000238071		HSCHR6_MHC_QBL	31500359	31501193		processed_transcript
ENSG00000147133	TAF1	X	70586114	70752224	q13.1	protein_coding
ENSG00000003056	M6PR	12	9092976	9102252	p13.31	protein_coding
ENSG00000229189	UQCRHP1	HSCHR6_MHC_QBL	31569105	31569378		pseudogene
ENSG00000169908	TM4SF1	3	149086809	149095652	q25.1	protein_coding
ENSG00000224835		HSCHR6_MHC_QBL	31616346	31618738		processed_transcript
ENSG00000255168		1	145209145	145319796	q21.1	protein_coding
ENSG00000164292	RHOBTB3	5	95049226	95160087	q15	protein_coding
ENSG00000231869		HSCHR6_MHC_QBL	31841932	31842225		processed_transcript
ENSG00000235250		HSCHR6_MHC_QBL	31892622	31899887		processed_transcript
ENSG00000115970	THADA	2	43457975	43823185	p21	protein_coding
ENSG00000230075		HSCHR6_MHC_QBL	31958163	31961692		processed_transcript
ENSG00000234951	C6orf26	HSCHR6_MHC_MCF	31806521	31808928		protein_coding
ENSG00000163386	NBPF10	1	145289772	145370303	q21.1	protein_coding
ENSG00000107984	DKK1	10	54074056	54077802	q21.1	protein_coding
ENSG00000136542	GALNT5	2	158114110	158170723	q24.1	protein_coding
ENSG00000112379	KIAA1244	6	138483058	138665800	q23.3	protein_coding
ENSG00000163217	BMP10	2	69092613	69098649	p13.3	protein_coding
ENSG00000117475	BLZF1	1	169337208	169365778	q24.2	protein_coding
ENSG00000183607	GKN2	2	69172364	69180102	p13.3	protein_coding
ENSG00000156671	SAMD8	10	76859344	76937536	q22.2	protein_coding
ENSG00000074935	TUBE1	6	112391861	112408716	q21	protein_coding
ENSG00000235171		HSCHR6_MHC_QBL	32250800	32251759		pseudogene
ENSG00000251357		22	24204343	24237055	q11.23	protein_coding
ENSG00000179270	C2orf71	2	29284556	29297127	p23.2	protein_coding
ENSG00000228738	HCG23	HSCHR6_MHC_QBL	32315749	32318924		processed_transcript
ENSG00000168530	MYL1	2	211154874	211179914	q34	protein_coding
ENSG00000226035	HLA-DRB9	HSCHR6_MHC_QBL	32385108	32398790		pseudogene
ENSG00000198555		16	33778228	33786534	p11.2	protein_coding
ENSG00000227442	HLA-DRB2	HSCHR6_MHC_QBL	32456257	32470744		pseudogene
ENSG00000240972	MIF	22	24236191	24237414	q11.23	protein_coding
ENSG00000115295	CLIP4	2	29320560	29412504	p23.2	protein_coding
ENSG00000169605	GKN1	2	69201705	69208106	p13.3	protein_coding
ENSG00000233744		HSCHR6_MHC_QBL	32555985	32556833		processed_transcript
ENSG00000214013	GANC	15	42566366	42645864	q15.1	protein_coding
ENSG00000127554	GFER	16	2034150	2037746	p13.3	protein_coding
ENSG00000203721	C1orf98	1	200311672	200343482	q32.1	protein_coding
ENSG00000114473	IQCG	3	197615946	197687013	q29	protein_coding
ENSG00000165471	MBL2	10	54525140	54531460	q21.1	protein_coding
ENSG00000139187	KLRG1	12	9142221	9163338	p13.31	protein_coding
ENSG00000162702	ZNF281	1	200375827	200379184	q32.1	protein_coding
ENSG00000158467	AHCYL2	7	128864864	129070052	q32.1	protein_coding
ENSG00000139946	PELI2	14	56585093	56768244	q22.3	protein_coding
ENSG00000125650	PSPN	19	6375305	6375860	p13.3	protein_coding
ENSG00000128242	GAL3ST1	22	30950622	30970574	q12.2	protein_coding
ENSG00000114491	UMPS	3	124449213	124464040	q21.2	protein_coding
ENSG00000115365	LANCL1	2	211295973	211342376	q34	protein_coding
ENSG00000240110		HSCHR6_MHC_QBL	32555990	32558585		processed_transcript
ENSG00000253598	SLC10A5	8	82605842	82608409	q21.13	protein_coding
ENSG00000118193	KIF14	1	200520628	200589862	q32.1	protein_coding
ENSG00000176915	ANKLE2	12	133302255	133338451	q24.33	protein_coding
ENSG00000105821	DNAJC2	7	102952921	102985320	q22.1	protein_coding
ENSG00000223757	C6orf27	HSCHR6_MHC_MCF	31809667	31821408		protein_coding
ENSG00000150275	PCDH15	10	55562531	57387702	q21.1	protein_coding
ENSG00000110324	IL10RA	11	117857063	117872196	q23.3	protein_coding
ENSG00000104231	ZFAND1	8	82613569	82645138	q21.13	protein_coding
ENSG00000117477	C1orf114	1	169364108	169396712	q24.2	protein_coding
ENSG00000143632	ACTA1	1	229566992	229569845	q42.13	protein_coding
ENSG00000231129	ABCF1	HSCHR6_MHC_MANN	30583828	30609632		protein_coding
ENSG00000165637	VDAC2	10	76969912	76991206	q22.2	protein_coding
ENSG00000118197	DDX59	1	200593024	200639126	q32.1	protein_coding
ENSG00000214851	C12orf33	12	9210134	9217672	p13.31	protein_coding
ENSG00000254122	PCDHGB7	5	140797427	140892546	q31.3	protein_coding
ENSG00000198719	DLL1	6	170591294	170599697	q27	protein_coding
ENSG00000168040	FADD	11	70049269	70053496	q13.3	protein_coding
ENSG00000168509	HFE2	1	145413095	145417545	q21.1	protein_coding
ENSG00000175899	A2M	12	9220308	9268825	p13.31	protein_coding
ENSG00000044574	HSPA5	9	127997132	128003609	q33.3	protein_coding
ENSG00000169604	ANTXR1	2	69240276	69476459	p13.3	protein_coding
ENSG00000229710	MTCO3P1	HSCHR6_MHC_QBL	32602598	32603429		pseudogene
ENSG00000131626	PPFIA1	11	70116806	70230509	q13.3	protein_coding
ENSG00000069248	NUP133	1	229577044	229644088	q42.13	protein_coding
ENSG00000169903	TM4SF4	3	149191761	149221068	q25.1	protein_coding
ENSG00000160191	PDE9A	21	44073746	44195619	q22.3	protein_coding
ENSG00000253873	PCDHGA11	5	140800762	140891835	q31.3	protein_coding
ENSG00000125651	GTF2F1	19	6379580	6393291	p13.3	protein_coding
ENSG00000104518	GSDMD	8	144635377	144645232	q24.3	protein_coding
ENSG00000203778	C6orf225	6	112408802	112423993	q21	protein_coding
ENSG00000136518	ACTL6A	3	179280668	179306196	q26.33	protein_coding
ENSG00000136541	ERMN	2	158175137	158184225	q24.1	protein_coding
ENSG00000169598	DFFB	1	3773845	3801993	p36.32	protein_coding
ENSG00000235156	TMEM30C	3	99904531	99913035	q12.1	protein_coding
ENSG00000018408	WWTR1	3	149235022	149454501	q25.1	protein_coding
ENSG00000100568	VTI1B	14	68117869	68141548	q24.1	protein_coding
ENSG00000117289	TXNIP	1	145438469	145442635	q21.1	protein_coding
ENSG00000153294	GPR115	6	47653600	47689757	p12.3	protein_coding
ENSG00000197506	SLC28A3	9	86890372	86955598	q21.33	protein_coding
ENSG00000117479	SLC19A2	1	169433147	169455241	q24.2	protein_coding
ENSG00000175779	C15orf53	15	38988799	38992239	q14	protein_coding
ENSG00000221821	C6orf226	6	42858005	42858554	p21.1	protein_coding
ENSG00000179755		16	34256372	34258594	p11.2	protein_coding
ENSG00000171611	PTCRA	6	42883727	42893898	p21.1	protein_coding
ENSG00000175746	C15orf54	15	39542885	39547046	q14	protein_coding
ENSG00000088247	KHSRP	19	6413121	6424822	p13.3	protein_coding
ENSG00000216671	CCNYL3	16	34267311	34318684	p11.2	protein_coding
ENSG00000224748	TAP1	HSCHR6_MHC_SSTO	32902901	32911670		protein_coding
ENSG00000137801	THBS1	15	39873127	39891119	q14	protein_coding
ENSG00000152503	TRIM36	5	114460459	114516243	q22.3	protein_coding
ENSG00000178234	GALNT11	7	151722759	151820172	q36.1	protein_coding
ENSG00000070269	C14orf101	14	57046511	57116233	q22.3	protein_coding
ENSG00000036054	TBC1D23	3	99979844	100044095	q12.1	protein_coding
ENSG00000144724	PTPRG	3	61547243	62283288	p14.2	protein_coding
ENSG00000213062		1	169455380	169456846	q24.2	protein_coding
ENSG00000168818	STX18	4	4417469	4544073	p16.2	protein_coding
ENSG00000121851	POLR3GL	1	145456236	145470387	q21.1	protein_coding
ENSG00000198734	F5	1	169483404	169555826	q24.2	protein_coding
ENSG00000165588	OTX2	14	57267426	57277187	q22.3	protein_coding
ENSG00000205592	MUC19	12	40787197	40964562	q12	protein_coding
ENSG00000214479		6	83782692	83782854	q14.1	protein_coding
ENSG00000013375	PGM3	6	83870869	83903655	q14.2	protein_coding
ENSG00000181039	ANKRD34A	1	145470508	145475646	q21.1	protein_coding
ENSG00000112769	LAMA4	6	112429963	112576141	q21	protein_coding
ENSG00000152022	LIX1L	1	145477085	145501669	q21.1	protein_coding
ENSG00000198230		11	117896084	117900578	q23.3	protein_coding
ENSG00000137648	TMPRSS4	11	117947728	117992605	q23.3	protein_coding
ENSG00000241296	HLA-DMB	HSCHR6_MHC_SSTO	32992302	33010800		protein_coding
ENSG00000110955	ATP5B	12	57031963	57039852	q13.3	protein_coding
ENSG00000131795	RBM8A	1	145507598	145511444	q21.1	protein_coding
ENSG00000067445	TRO	X	54946895	54957864	p11.21	protein_coding
ENSG00000021826	CPS1	2	211342406	211543831	q34	protein_coding
ENSG00000253159	PCDHGA12	5	140810185	140892546	q31.3	protein_coding
ENSG00000072042	RDH11	14	68143521	68162510	q24.1	protein_coding
ENSG00000137414	FAM8A1	6	17600586	17611950	p22.3	protein_coding
ENSG00000160828	STAG3L2	7	74112305	74306729	q11.23	protein_coding
ENSG00000135480	KRT7	12	52626954	52642709	q13.13	protein_coding
ENSG00000126838	PZP	12	9301436	9360966	p13.31	protein_coding
ENSG00000131069	ACSS2	20	33459949	33515765	q11.22	protein_coding
ENSG00000226593		19	1275520	1279242	p13.3	protein_coding
ENSG00000137161	CNPY3	6	42896938	42910989	p21.1	protein_coding
ENSG00000165219	GAPVD1	9	128024073	128129486	q33.3	protein_coding
ENSG00000211451	GNRHR2	1	145509752	145516076	q21.1	protein_coding
ENSG00000182899	RPL35A	3	197676858	197683481	q29	protein_coding
ENSG00000160953	MUM1	19	1285892	1378430	p13.3	protein_coding
ENSG00000218537		22	24236613	24241117	q11.23	protein_coding
ENSG00000090615	GOLGA3	12	133345495	133405288	q24.33	protein_coding
ENSG00000133433	GSTT2B	22	24299601	24303373	q11.23	protein_coding
ENSG00000254440	PBOV1	6	138537123	138539628	q23.3	protein_coding
ENSG00000131779	PEX11B	1	145516252	145523730	q21.1	protein_coding
ENSG00000237113		16	34489562	34649119	p11.1	protein_coding
ENSG00000233453		6	138662402	138662569	q23.3	protein_coding
ENSG00000214581		16	34681344	34682256	p11.1	protein_coding
ENSG00000051620	HEBP2	6	138724668	138734310	q23.3	protein_coding
ENSG00000155319	ANKRD26P1	16	46503251	46603009	q11.2	protein_coding
ENSG00000083635	NUFIP1	13	45513384	45563618	q14.12	protein_coding
ENSG00000143127	ITGA10	1	145524891	145543868	q21.1	protein_coding
ENSG00000231737	PPP1R10	HSCHR6_MHC_MANN	30612852	30631064		protein_coding
ENSG00000124818	OPN5	6	47749718	47800516	p12.3	protein_coding
ENSG00000133114	KIAA1704	13	45563687	45607746	q14.12	protein_coding
ENSG00000111788		12	9436253	9465730	p13.31	protein_coding
ENSG00000196810	C4orf42	4	1243088	1246616	p16.3	protein_coding
ENSG00000152268	SPON1	11	13984184	14289430	p15.2	protein_coding
ENSG00000124713	GNMT	6	42928496	42931618	p21.1	protein_coding
ENSG00000173320	STOX2	4	184774584	184938894	q35.1	protein_coding
ENSG00000171241	SHCBP1	16	46614466	46655538	q11.2	protein_coding
ENSG00000153214	TMEM87B	2	112812800	112876895	q13	protein_coding
ENSG00000082781	ITGB5	3	124480795	124606674	q21.2	protein_coding
ENSG00000198483	ANKRD35	1	145549216	145568526	q21.1	protein_coding
ENSG00000112584	FAM120B	6	170615830	170716153	q27	protein_coding
ENSG00000158169	FANCC	9	97861336	98079991	q22.32	protein_coding
ENSG00000182170	MRGPRG	11	3239174	3240043	p15.4	protein_coding
ENSG00000244694	C6orf138	6	47845764	48036425	p12.3	protein_coding
ENSG00000143476	DTL	1	212208919	212280742	q32.3	protein_coding
ENSG00000230150		HSCHR6_MHC_QBL	32614456	32615286		processed_transcript
ENSG00000236301	C11orf36	11	3239562	3244361	p15.4	protein_coding
ENSG00000184384	MAML2	11	95709762	96076382	q21	protein_coding
ENSG00000099974	DDTL	22	24309026	24314721	q11.23	protein_coding
ENSG00000158517	NCF1	7	74188309	74203659	q11.23	protein_coding
ENSG00000135540	NHSL1	6	138743180	139013708	q24.1	protein_coding
ENSG00000090316	MAEA	4	1283639	1333935	p16.3	protein_coding
ENSG00000224197	HLA-DQB3	HSCHR6_MHC_QBL	32627212	32628148		pseudogene
ENSG00000174175	SELP	1	169558037	169599380	q24.2	protein_coding
ENSG00000141543	EIF4A3	17	78109019	78120938	q25.3	protein_coding
ENSG00000206296		HSCHR6_MHC_QBL	32740573	32742982		processed_transcript
ENSG00000243215	HLA-DMA	HSCHR6_MHC_SSTO	33006288	33028403		protein_coding
ENSG00000118200	CAMSAP1L1	1	200708686	200829832	q32.1	protein_coding
ENSG00000167100	SAMD14	17	48187404	48207246	q21.33	protein_coding
ENSG00000099977	DDT	22	24313554	24322660	q11.23	protein_coding
ENSG00000106078	COBL	7	51083909	51384515	p12.1	protein_coding
ENSG00000115165	CYTIP	2	158271131	158345473	q24.1	protein_coding
ENSG00000149231	CCDC82	11	96085952	96123087	q21	protein_coding
ENSG00000131788	PIAS3	1	145575233	145586546	q21.1	protein_coding
ENSG00000127561	SYNGR3	16	2039946	2044276	p13.3	protein_coding
ENSG00000198380	GFPT1	2	69552403	69614382	p13.3	protein_coding
ENSG00000196296	ATP2A1	16	28889804	28915787	p11.2	protein_coding
ENSG00000144152	FBLN7	2	112895962	112988430	q13	protein_coding
ENSG00000205426	KRT81	12	52679697	52685299	q13.13	protein_coding
ENSG00000226914	PPP1R2P1	HSCHR6_MHC_QBL	32775657	32776334		processed_transcript
ENSG00000164303	ENPP6	4	185009859	185142383	q35.1	protein_coding
ENSG00000233053	HLA-Z	HSCHR6_MHC_QBL	32792898	32792972		pseudogene
ENSG00000099617	EFNA2	19	1286168	1299944	p13.3	protein_coding
ENSG00000228104		HSCHR6_MHC_QBL	32866827	32867341		processed_transcript
ENSG00000233194	RPL32P1	HSCHR6_MHC_QBL	32976288	32976697		pseudogene
ENSG00000227286	HLA-DPA2	HSCHR6_MHC_QBL	32988586	32994128		pseudogene
ENSG00000148053	NTRK2	9	87283466	87638505	q21.33	protein_coding
ENSG00000072609	CHFR	12	133416938	133464184	q24.33	protein_coding
ENSG00000166016	ABTB2	11	34172535	34379555	p13	protein_coding
ENSG00000228164	COL11A2P	HSCHR6_MHC_QBL	33000629	33004165		pseudogene
ENSG00000172073	C2orf51	2	88824169	88829102	p11.2	protein_coding
ENSG00000008018	PSMB1	6	170844205	170862429	q27	protein_coding
ENSG00000128578	FAM40B	7	129073731	129128240	q32.1	protein_coding
ENSG00000237103	NCR3	HSCHR6_MHC_DBB	31538820	31542910		protein_coding
ENSG00000224264	VARS	HSCHR6_MHC_MCF	31821595	31840030		protein_coding
ENSG00000115286	NDUFS7	19	1383883	1395587	p13.3	protein_coding
ENSG00000164938	TP53INP1	8	95938200	95961639	q22.1	protein_coding
ENSG00000181240	SLC25A41	19	6426050	6433790	p13.3	protein_coding
ENSG00000172071	EIF2AK3	2	88856259	88927094	p11.2	protein_coding
ENSG00000133818	RRAS2	11	14299510	14386052	p15.2	protein_coding
ENSG00000186364	NUDT17	1	145586115	145590461	q21.1	protein_coding
ENSG00000184350	MRGPRE	11	3248883	3253616	p15.4	protein_coding
ENSG00000173702	MUC13	3	124624289	124672663	q21.2	protein_coding
ENSG00000114021	NIT2	3	100053545	100074449	q12.2	protein_coding
ENSG00000185621	LMLN	3	197687071	197770591	q29	protein_coding
ENSG00000240184	PCDHGC3	5	140855580	140892542	q31.3	protein_coding
ENSG00000168310	IRF2	4	185308867	185395734	q35.1	protein_coding
ENSG00000141527	CARD14	17	78152274	78182855	q25.3	protein_coding
ENSG00000005801	ZNF195	11	3360491	3400448	p15.4	protein_coding
ENSG00000024862	CCDC28A	6	139094646	139114456	q24.1	protein_coding
ENSG00000099984	GSTT2	22	24322339	24326106	q11.23	protein_coding
ENSG00000100284	TOM1	22	35695268	35743985	q12.3	protein_coding
ENSG00000242419	PCDHGC4	5	140864741	140892546	q31.3	protein_coding
ENSG00000186141	POLR3C	1	145592605	145611025	q21.1	protein_coding
ENSG00000226111	MRPS18B	HSCHR6_MHC_MANN	30630161	30638847		protein_coding
ENSG00000214688	C10orf105	10	73471467	73497581	q22.1	protein_coding
ENSG00000135776	ABCB10	1	229652329	229694442	q42.13	protein_coding
ENSG00000013392	RWDD2A	6	83903098	83906256	q14.2	protein_coding
ENSG00000124789	NUP153	6	17615269	17706818	p22.3	protein_coding
ENSG00000185051	RAB43P1	16	46660316	46660861	q11.2	protein_coding
ENSG00000065833	ME1	6	83920108	84140790	q14.2	protein_coding
ENSG00000188342	GTF2F2	13	45694650	45858237	q14.12	protein_coding
ENSG00000144161	ZC3H8	2	112973254	113012713	q13	protein_coding
ENSG00000107738	C10orf54	10	73507316	73533255	q22.1	protein_coding
ENSG00000161057	PSMC2	7	102984701	103009842	q22.1	protein_coding
